Function,Dims,Model,Run,MSE,MAE,R2,RMSE,train_time,n_params,expression,best_generation,best_fitness
griewank,10,MLP-ReLU,2,0.0038652813578327915,0.04786320161370747,0.8355053540912815,0.06217138697047695,20.538706302642822,897,,-1,
griewank,10,MLP-ReLU,3,0.002235065781712393,0.037472068962739226,0.9048823823392735,0.04727648233225895,18.97748303413391,897,,-1,
griewank,10,MLP-ReLU,4,0.0024262563608668302,0.040022905160882576,0.896745891432768,0.04925704376905734,19.00149893760681,897,,-1,
griewank,10,MLP-Sin,0,0.0020367567992182044,0.032325798394788566,0.9133218108920735,0.045130442045455355,17.78323984146118,897,,-1,
griewank,10,MLP-Sin,1,0.008680840219666306,0.07218623280249008,0.6305697811026094,0.09317102671789286,17.807032823562622,897,,-1,
griewank,10,MLP-Sin,2,0.00369928954628957,0.046217979219056515,0.8425694619105525,0.060821785129093094,1433.0075709819794,897,,-1,
griewank,10,MLP-Sin,3,0.0030992137256800824,0.0445275852246418,0.8681068679856658,0.05567058222867875,17.913339138031006,897,,-1,
griewank,10,MLP-Sin,4,0.0031723444936386804,0.042982440437840115,0.8649946444069074,0.05632356961023227,1014.1559281349182,897,,-1,
griewank,10,ChebyKAN,0,3.266526342116056e-05,0.00429711036393799,0.9986098655071797,0.0057153533067659575,5902.075439929962,580,,-1,
griewank,10,ChebyKAN,1,3.229804747067028e-05,0.004396256010956274,0.9986254931037647,0.005683137115244562,62.40125107765198,580,,-1,
griewank,10,ChebyKAN,2,2.6818432566082285e-05,0.00405699083771829,0.9988586888869435,0.005178651616596958,266.44280767440796,580,,-1,
griewank,10,ChebyKAN,3,3.591461154726051e-05,0.0045004339874110295,0.9984715831106462,0.005992880071156148,845.17524933815,580,,-1,
griewank,10,ChebyKAN,4,2.8786548636714356e-05,0.004258478142750965,0.9987749318389632,0.005365309742849368,33.2151780128479,580,,-1,
griewank,10,FourierKAN,0,0.08808585602955335,0.23633461230164543,-2.7486667478384748,0.29679261451315353,99.31382393836975,1173,,-1,
griewank,10,FourierKAN,1,0.08135213012878692,0.23283481075308343,-2.4620998060948107,0.2852229481103982,1721.7327122688293,1173,,-1,
griewank,10,FourierKAN,2,0.09037225252975224,0.2368745243665098,-2.845968845121769,0.30061978066945666,43.27430200576782,1173,,-1,
griewank,10,FourierKAN,3,0.08693374713508266,0.23900913447529046,-2.6996364892105493,0.29484529356101763,55.59378385543823,1173,,-1,
griewank,10,FourierKAN,4,0.09863405181098381,0.24511275836792,-3.1975659532032044,0.31406058621066063,58.5537531375885,1173,,-1,
ackley,2,GA-OBN (v1),0,0.004517567606013558,0.051031421677414264,0.8663805487300449,0.06721285298225003,8.851005792617798,20,0.860*sin(-4.900*x1 + -6.760*x2) * -0.250*cos(-2.680*x1 + 0.050*x2) * -0.590*sin(4.970*x1 + 9.670*x2) + 0.360*(x1^2.040 + x2^2.490) + 0.430,292,8.604993239978151
ackley,2,GA-OBN (v1),1,0.003956730315901488,0.04572725522836768,0.882968849668087,0.06290254617979694,12.877346992492676,20,0.410*(x1^9.440 + x2^2.350) + -0.450*(x1^9.510 + x2^3.780) * 0.470*(x1^5.080 + x2^8.430) + 0.220*(x1^2.200 + x2^4.260) + 0.390,224,8.206455808911278
ackley,2,GA-OBN (v1),2,0.004176264174172586,0.04875899206611017,0.8764755337433154,0.06462402164963572,10.188405990600586,20,0.070*sin(-1.240*x1 + 4.110*x2) * 0.940*sin(4.890*x1 + -7.540*x2) + 0.530*(x1^1.740 + x2^2.380) + -0.160*(x1^5.950 + x2^9.680) + 0.370,253,9.904235183029183
ackley,2,GA-OBN (v1),3,0.004660550072008267,0.05046465824288906,0.8621514501722267,0.06826822153834292,10.47449016571045,20,0.350*(x1^1.690 + x2^1.900) + 0.570*sin(6.430*x1 + -8.570*x2) * -0.260*cos(-0.320*x1 + 2.560*x2) * 0.830*sin(9.420*x1 + -8.190*x2) + 0.430,296,8.412152673482604
ackley,2,GA-OBN (v1),4,0.0028123707668303768,0.03818066626789471,0.9168164217108099,0.05303179015298632,11.788942098617554,20,0.140*(x1^1.590 + x2^2.150) + 0.200*(x1^2.190 + x2^5.020) * -0.850*(x1^1.690 + x2^1.750) + 0.480*(x1^2.080 + x2^1.610) + 0.340,122,11.408119627952896
ackley,2,GA-OBN (v2),0,0.003258319018806476,0.04156058140564598,0.9036262791561036,0.057081687245617366,11.748167276382446,20,0.240*(x1^5.940 + x2^2.130) * -0.630*(x1^1.670 + x2^3.680) + 0.290*(x1^2.920 + x2^2.190) + 0.270*(x1^1.450 + x2^1.890) + 0.360,298,10.229489988934526
ackley,2,GA-OBN (v2),1,0.0028151067901050274,0.040273593856458324,0.9167354963189831,0.05305757994957014,13.910410165786743,20,-0.940*cos(2.900*x1 + 0.020*x2) * -0.550*cos(4.130*x1 + -1.630*x2) * -0.300*cos(-4.370*x1 + -1.350*x2) + 0.370*(x1^2.310 + x2^1.560) + 0.400,298,12.643431864338103
ackley,2,GA-OBN (v2),2,0.003069919753589475,0.04108440520303274,0.9091987041054167,0.05540685655755499,15.09329104423523,20,0.490*(x1^1.550 + x2^1.410) + 0.060*(x1^1.400 + x2^1.050) * -0.660*(x1^1.280 + x2^1.480) * 0.950*(x1^1.260 + x2^1.360) + 0.310,300,11.618101867219384
ackley,2,GA-OBN (v2),3,0.003041224637304781,0.043160163045710555,0.9100474408652129,0.05514729945613639,9.627948999404907,20,0.550*(x1^1.430 + x2^0.890) + 0.940*sin(2.840*x1 + -1.930*x2) * 0.120*sin(0.750*x1 + -1.460*x2) + -0.110*(x1^9.980 + x2^0.580) + 0.200,294,12.899112645566186
ackley,2,GA-OBN (v2),4,0.0018192954331886395,0.03273704690899308,0.9461893481888334,0.04265319956566728,10.178761959075928,20,0.380*(x1^1.590 + x2^1.230) + -0.980*cos(0.120*x1 + -2.880*x2) * 0.810*cos(-1.170*x1 + -0.050*x2) * 0.170*cos(3.170*x1 + 0.050*x2) + 0.350,293,17.737137669905866
ackley,2,MLP-ReLU,0,0.0016965933951941419,0.032929503285555765,0.949818597469952,0.04118972438842171,18.93671202659607,641,,-1,
ackley,2,MLP-ReLU,1,0.001989442225333769,0.035195195210260544,0.9411567901875957,0.04460316384892185,19.14820694923401,641,,-1,
ackley,2,MLP-ReLU,2,0.0016107318867312375,0.032141084531892065,0.9523581870558947,0.04013392438737131,19.087137937545776,641,,-1,
ackley,2,MLP-ReLU,3,0.001629820767438367,0.03218606936745401,0.9517935810581784,0.0403710387213206,18.905055046081543,641,,-1,
ackley,2,MLP-ReLU,4,0.0017226919781542067,0.03223663579241316,0.9490466603041628,0.04150532469640741,18.966068983078003,641,,-1,
ackley,2,MLP-Sin,0,0.0020594964618067483,0.03479198561842221,0.939084744021824,0.04538167539664824,17.983295917510986,641,,-1,
ackley,2,MLP-Sin,1,0.0020172466636115523,0.03402728254137392,0.9403343976725173,0.04491376919844907,18.17827606201172,641,,-1,
ackley,2,MLP-Sin,2,0.0021860654116204275,0.0356088715376808,0.9353411202187389,0.04675537842452382,18.37395405769348,641,,-1,
ackley,2,MLP-Sin,3,0.0021679203753405514,0.03775679174011541,0.9358778094290483,0.046560931856445394,17.906362771987915,641,,-1,
ackley,2,MLP-Sin,4,0.0021044782714708305,0.034969431285548885,0.9377542836394617,0.045874592875259725,18.24014902114868,641,,-1,
ackley,2,ChebyKAN,0,0.001623220948528769,0.03223152954858222,0.9519887888022767,0.04028921628089543,42.41525363922119,260,,-1,
ackley,2,ChebyKAN,1,0.0016045884503742042,0.03107043365821199,0.9525398960343826,0.0400573145676817,38.34027695655823,260,,-1,
ackley,2,ChebyKAN,2,0.001557289753917443,0.03143550566201845,0.9539388846976455,0.03946251074016253,36.292550802230835,260,,-1,
ackley,2,ChebyKAN,3,0.0016127325973247309,0.031977511713830876,0.9522990105531908,0.04015884208147355,37.762776136398315,260,,-1,
ackley,2,ChebyKAN,4,0.001603871816827685,0.032047710104016754,0.9525610924368715,0.04004836846648918,35.47022891044617,260,,-1,
ackley,2,FourierKAN,0,0.002044388854993579,0.03424955245299236,0.9395315929255771,0.04521491850035316,43.79974293708801,533,,-1,
ackley,2,FourierKAN,1,0.0016274386316561724,0.03200787568680129,0.9518640392568877,0.04034152490494345,43.29233002662659,533,,-1,
ackley,2,FourierKAN,2,0.001838556669933772,0.03385575278886255,0.9456196442886107,0.04287839397568165,39.6002471446991,533,,-1,
ackley,2,FourierKAN,3,0.0018609215175078436,0.03448904033406755,0.9449581425865431,0.043138399570543225,40.78101992607117,533,,-1,
ackley,2,FourierKAN,4,0.0018196061412671938,0.03297190125563769,0.9461801581453005,0.04265684167009079,42.43404006958008,533,,-1,
ackley,5,GA-OBN (v1),0,0.004359055799712042,0.042182495039278366,0.8181109235246735,0.06602314593922379,22.277193069458008,32,-0.520*(x1^2.300 + x2^2.120 + x3^1.770 + x4^2.310 + x5^1.700) * -0.050*(x1^1.570 + x2^1.560 + x3^2.260 + x4^2.220 + x5^1.770) + -0.030*(x1^4.090 + x2^2.130 + x3^2.300 + x4^1.600 + x5^2.330) + 0.140*(x1^3.720 + x2^2.470 + x3^2.210 + x4^2.070 + x5^1.960) + 0.380,254,5.684519009749124
ackley,5,GA-OBN (v1),1,0.006103775485778793,0.051803406135302266,0.7453095034492603,0.07812666309128269,17.617385864257812,32,0.400*(x1^2.210 + x2^1.900 + x3^1.910 + x4^2.170 + x5^1.780) * 0.150*(x1^2.310 + x2^2.450 + x3^2.050 + x4^1.840 + x5^1.890) + 0.430*sin(-6.410*x1 + 7.570*x2 + 0.070*x3 + -5.420*x4 + 1.290*x5) * -0.050*cos(-8.160*x1 + 1.750*x2 + -2.750*x3 + -2.660*x4 + 9.040*x5) + 0.430,294,4.3589418311368275
ackley,5,GA-OBN (v1),2,0.006527639941745227,0.05225531154081414,0.7276230323443149,0.08079381128369441,21.194442987442017,32,-0.050*(x1^2.210 + x2^2.180 + x3^1.690 + x4^2.300 + x5^2.240) * -0.990*(x1^2.060 + x2^2.470 + x3^2.350 + x4^2.460 + x5^2.250) + 0.890*cos(1.680*x1 + 2.440*x2 + 3.840*x3 + 6.090*x4 + 9.460*x5) * -0.010*(x1^1.790 + x2^3.390 + x3^1.710 + x4^0.050 + x5^1.860) + 0.470,296,3.9740960341107274
ackley,5,GA-OBN (v1),3,0.001921678676331698,0.03104725829180782,0.9198146626745658,0.04383695560063105,22.98031520843506,32,0.260*(x1^2.390 + x2^2.150 + x3^1.740 + x4^2.180 + x5^2.180) + -0.200*(x1^1.530 + x2^6.990 + x3^3.590 + x4^2.030 + x5^3.820) * 0.740*(x1^1.760 + x2^1.900 + x3^6.730 + x4^4.250 + x5^1.830) * 0.040*(x1^2.290 + x2^2.200 + x3^2.220 + x4^7.130 + x5^7.290) + 0.220,288,11.655621839363954
ackley,5,GA-OBN (v1),4,0.0024803409315210575,0.038927702629129396,0.8965035222976226,0.04980302130916414,20.98200798034668,32,-0.010*sin(6.750*x1 + 3.000*x2 + -9.180*x3 + -1.860*x4 + 5.280*x5) + -0.040*(x1^8.630 + x2^3.570 + x3^2.160 + x4^1.830 + x5^4.540) * 0.990*(x1^2.020 + x2^6.490 + x3^3.650 + x4^5.960 + x5^6.410) + 0.340*(x1^2.010 + x2^3.770 + x3^2.440 + x4^1.660 + x5^2.050) + 0.170,286,10.873930139535833
ackley,5,GA-OBN (v2),0,0.0023254166243518904,0.034290296049877315,0.9029680046188724,0.04822257380472231,22.24705195426941,32,0.170*(x1^1.460 + x2^2.280 + x3^2.130 + x4^3.540 + x5^1.960) + 0.100*(x1^0.010 + x2^3.920 + x3^0.050 + x4^0.020 + x5^3.610) * -0.240*(x1^8.860 + x2^0.020 + x3^4.060 + x4^6.450 + x5^0.010) + 0.130*(x1^5.160 + x2^2.480 + x3^2.410 + x4^1.530 + x5^2.370) + 0.360,294,10.392125222478928
ackley,5,GA-OBN (v2),1,0.002320595901101876,0.034344349774670595,0.9031691575612013,0.04817256377962331,20.247753143310547,32,0.240*(x1^2.640 + x2^2.170 + x3^2.400 + x4^2.460 + x5^2.150) + 0.660*(x1^9.540 + x2^9.690 + x3^4.390 + x4^8.640 + x5^9.380) * -0.090*(x1^5.720 + x2^3.800 + x3^6.510 + x4^8.930 + x5^9.320) * 0.140*(x1^3.710 + x2^5.830 + x3^8.100 + x4^5.120 + x5^2.280) + 0.270,296,9.918692365829585
ackley,5,GA-OBN (v2),2,0.00210623858066542,0.03388587906539508,0.9121135842539012,0.045893774966387545,22.95903778076172,32,0.960*(x1^6.480 + x2^4.810 + x3^8.160 + x4^5.040 + x5^4.830) * -0.070*(x1^9.610 + x2^0.030 + x3^1.560 + x4^3.320 + x5^0.280) * 0.190*(x1^1.120 + x2^3.090 + x3^3.510 + x4^0.050 + x5^1.360) + 0.340*(x1^2.950 + x2^2.600 + x3^2.800 + x4^2.720 + x5^2.280) + 0.230,298,11.909292309066199
ackley,5,GA-OBN (v2),3,0.0018253948345130588,0.03268852968247764,0.9238322710449486,0.042724639665104945,22.497205018997192,32,0.160*(x1^2.920 + x2^1.750 + x3^2.100 + x4^3.730 + x5^1.110) * -0.170*(x1^2.480 + x2^2.920 + x3^1.750 + x4^4.100 + x5^1.080) + 0.320*(x1^1.920 + x2^1.750 + x3^1.470 + x4^2.090 + x5^1.140) + 0.010*(x1^0.030 + x2^0.170 + x3^0.000 + x4^0.000 + x5^3.030) + 0.050,289,12.405695459190452
ackley,5,GA-OBN (v2),4,0.001963174711785606,0.03400371615007311,0.9180831694538097,0.044307727450023954,22.737236976623535,32,-0.040*(x1^8.640 + x2^0.190 + x3^6.550 + x4^5.100 + x5^4.360) + 0.500*(x1^3.380 + x2^2.490 + x3^2.970 + x4^2.720 + x5^1.790) + -0.590*(x1^5.510 + x2^2.210 + x3^2.770 + x4^1.900 + x5^0.740) * 0.140*(x1^3.860 + x2^3.920 + x3^4.840 + x4^4.930 + x5^1.820) + 0.160,293,12.681553303980131
ackley,5,MLP-ReLU,0,0.0020953308908456805,0.03492095686073757,0.9125687263119411,0.045774784443464944,19.84079098701477,737,,-1,
ackley,5,MLP-ReLU,1,0.002012737396448377,0.035529576428441345,0.9160150814652264,0.04486354195166022,20.338364839553833,737,,-1,
ackley,5,MLP-ReLU,2,0.0021299732921065163,0.03572028939778158,0.9111232127278669,0.046151633688381134,19.698609828948975,737,,-1,
ackley,5,MLP-ReLU,3,0.0020550590882272477,0.03647380066519888,0.9142491363187933,0.045332759547894806,20.208097219467163,737,,-1,
ackley,5,MLP-ReLU,4,0.002144422499140068,0.0369032063671256,0.9105202947924491,0.04630790968225696,19.374789237976074,737,,-1,
ackley,5,MLP-Sin,0,0.0023306806439455045,0.03532529332928941,0.9027483543766126,0.048277123401726255,19.116552114486694,737,,-1,
ackley,5,MLP-Sin,1,0.001999452048054427,0.033682322516680026,0.9165694354035696,0.04471523284133078,17.745821237564087,737,,-1,
ackley,5,MLP-Sin,2,0.0023644246846085864,0.03846672821423056,0.9013403264286429,0.04862535022607638,18.270299911499023,737,,-1,
ackley,5,MLP-Sin,3,0.0023301702877031793,0.03700947211354194,0.9027696498657862,0.04827183741793117,18.436659812927246,737,,-1,
ackley,5,MLP-Sin,4,0.002224004599454751,0.036225791585201186,0.9071995952200416,0.0471593532552637,19.191112995147705,737,,-1,
ackley,5,ChebyKAN,0,0.0018766747747367637,0.03272143266690161,0.9216925276239959,0.04332060450567101,36.36525917053223,380,,-1,
ackley,5,ChebyKAN,1,0.0017112895950254375,0.03182959617640948,0.9285935077863481,0.041367736160266705,33.07320594787598,380,,-1,
ackley,5,ChebyKAN,2,0.002063741760555281,0.03410103091396221,0.9138868369301991,0.04542842458808451,33.67339015007019,380,,-1,
ackley,5,ChebyKAN,3,0.0019623805164118713,0.03511681323556107,0.9181163086173596,0.044298764276352806,39.517454862594604,380,,-1,
ackley,5,ChebyKAN,4,0.0019517210438485342,0.03312346048289,0.9185610933848286,0.044178287018042404,37.96978521347046,380,,-1,
ackley,5,FourierKAN,0,0.007596542408324214,0.056357784125582996,0.6830212443834693,0.08715814596653726,40.07300806045532,773,,-1,
ackley,5,FourierKAN,1,0.004445500178125261,0.04959739870941496,0.8145038836338093,0.06667458419911788,38.610634088516235,773,,-1,
ackley,5,FourierKAN,2,0.004638186709493231,0.051818065980478195,0.8064637077677262,0.06810423415246097,40.28491497039795,773,,-1,
ackley,5,FourierKAN,3,0.004215325238470472,0.05088000502779888,0.824108327606364,0.0649255361046058,40.49503016471863,773,,-1,
ackley,5,FourierKAN,4,0.003995268397265609,0.04977488731462378,0.8332905765744717,0.06320813553068631,37.03192615509033,773,,-1,
ackley,10,GA-OBN (v1),0,0.0030569398058365805,0.04221619794546742,0.8546131667748263,0.05528959943639111,39.41874313354492,52,-0.050*(x1^2.400 + x2^2.370 + x3^2.180 + x4^7.930 + x5^1.790 + x6^1.750 + x7^4.570 + x8^2.340 + x9^1.770 + x10^1.910) * -0.180*(x1^1.770 + x2^2.240 + x3^2.320 + x4^7.040 + x5^9.830 + x6^2.440 + x7^5.300 + x8^2.370 + x9^1.670 + x10^1.920) + -0.020*(x1^1.540 + x2^9.060 + x3^2.010 + x4^2.280 + x5^1.750 + x6^6.630 + x7^5.600 + x8^4.340 + x9^2.390 + x10^1.540) + 0.110*(x1^4.450 + x2^3.500 + x3^1.870 + x4^1.540 + x5^2.000 + x6^4.090 + x7^1.670 + x8^2.290 + x9^1.500 + x10^1.810) + 0.230,293,7.715623223935561
ackley,10,GA-OBN (v1),1,0.005788931296635325,0.05550340419701934,0.7246807453097424,0.07608502675714404,37.20373034477234,52,-0.010*cos(2.220*x1 + -7.030*x2 + -1.970*x3 + -8.410*x4 + -2.410*x5 + -2.160*x6 + 8.390*x7 + 2.840*x8 + 2.030*x9 + 8.830*x10) + -0.240*(x1^1.760 + x2^2.000 + x3^2.230 + x4^6.110 + x5^2.090 + x6^2.090 + x7^1.570 + x8^2.500 + x9^2.000 + x10^2.180) * -0.130*(x1^7.500 + x2^6.060 + x3^1.630 + x4^1.620 + x5^8.420 + x6^1.860 + x7^1.590 + x8^1.650 + x9^1.880 + x10^2.340) + -0.070*(x1^1.710 + x2^2.140 + x3^1.710 + x4^1.960 + x5^7.790 + x6^1.620 + x7^1.590 + x8^1.910 + x9^1.970 + x10^1.680) + 0.500,300,3.856973513980821
ackley,10,GA-OBN (v1),2,0.008016666499437783,0.06866516579053465,0.6187305510071583,0.08953583918988967,38.707000970840454,52,0.060*(x1^2.330 + x2^5.730 + x3^1.890 + x4^1.580 + x5^9.090 + x6^2.490 + x7^1.780 + x8^2.310 + x9^1.920 + x10^2.340) * -0.520*(x1^2.200 + x2^6.240 + x3^1.820 + x4^4.770 + x5^1.660 + x6^2.310 + x7^2.180 + x8^2.250 + x9^1.720 + x10^2.480) * -0.060*(x1^1.850 + x2^2.250 + x3^1.530 + x4^1.660 + x5^1.520 + x6^2.360 + x7^2.500 + x8^1.620 + x9^1.750 + x10^3.630) * 0.370*(x1^1.610 + x2^2.130 + x3^1.950 + x4^1.640 + x5^5.540 + x6^1.860 + x7^1.940 + x8^1.830 + x9^2.100 + x10^1.850) + 0.480,298,2.5732942545031596
ackley,10,GA-OBN (v1),3,0.0037537215511806938,0.04574347027000004,0.8214745059443862,0.06126762237251168,33.17544722557068,52,-0.040*(x1^1.550 + x2^2.190 + x3^2.140 + x4^1.900 + x5^1.870 + x6^1.540 + x7^2.120 + x8^1.990 + x9^1.600 + x10^1.700) * -0.530*(x1^1.630 + x2^9.140 + x3^1.510 + x4^2.040 + x5^1.610 + x6^2.100 + x7^1.660 + x8^2.110 + x9^2.320 + x10^9.660) + 0.050*cos(4.390*x1 + -2.720*x2 + -1.160*x3 + 8.100*x4 + 0.120*x5 + -3.090*x6 + -9.780*x7 + -8.530*x8 + 2.680*x9 + -9.700*x10) * 0.180*cos(7.510*x1 + -4.010*x2 + 2.650*x3 + 1.350*x4 + -4.940*x5 + -3.050*x6 + 0.490*x7 + 1.180*x8 + 3.700*x9 + 2.050*x10) + 0.350,273,5.887458567693083
ackley,10,GA-OBN (v1),4,0.0033193653755989173,0.0460481142607032,0.8421323117471243,0.05761393386672114,32.23943877220154,52,0.160*(x1^8.170 + x2^4.790 + x3^1.620 + x4^7.340 + x5^2.370 + x6^8.200 + x7^2.150 + x8^1.800 + x9^4.960 + x10^5.640) + -0.010*sin(2.990*x1 + -0.910*x2 + -0.320*x3 + -1.610*x4 + 8.140*x5 + 9.560*x6 + -8.780*x7 + 4.730*x8 + 6.920*x9 + 2.610*x10) * -0.470*(x1^0.180 + x2^3.070 + x3^1.810 + x4^0.750 + x5^8.350 + x6^4.270 + x7^8.680 + x8^2.500 + x9^1.650 + x10^7.600) * -0.720*(x1^3.680 + x2^0.660 + x3^3.490 + x4^7.760 + x5^2.930 + x6^7.510 + x7^9.960 + x8^2.510 + x9^4.000 + x10^1.120) + 0.170,296,8.130428473522256
ackley,10,GA-OBN (v2),0,0.0021035407636078164,0.03671263200019161,0.8999564435004276,0.04586437357696948,27.87385320663452,52,0.180*(x1^2.210 + x2^2.170 + x3^2.000 + x4^1.840 + x5^2.230 + x6^2.150 + x7^2.370 + x8^1.420 + x9^1.970 + x10^2.540) + 0.040*sin(-1.220*x1 + -0.730*x2 + 5.100*x3 + -7.960*x4 + -4.690*x5 + -8.330*x6 + 3.280*x7 + -9.690*x8 + 6.220*x9 + 0.500*x10) * 0.150*(x1^8.270 + x2^2.600 + x3^6.980 + x4^8.580 + x5^0.850 + x6^8.000 + x7^6.270 + x8^5.470 + x9^6.760 + x10^9.160) + -0.010*(x1^0.680 + x2^2.770 + x3^3.300 + x4^0.870 + x5^4.430 + x6^3.730 + x7^4.410 + x8^0.860 + x9^2.010 + x10^8.720) + 0.020,298,12.743251657884795
ackley,10,GA-OBN (v2),1,0.0036530143485088,0.046985270885111986,0.8262641001822176,0.06044017164526256,29.15606188774109,52,0.350*(x1^2.940 + x2^1.570 + x3^1.050 + x4^1.860 + x5^2.160 + x6^1.500 + x7^3.750 + x8^1.620 + x9^1.940 + x10^2.050) * 0.060*(x1^1.830 + x2^3.270 + x3^2.350 + x4^2.540 + x5^1.410 + x6^3.360 + x7^1.530 + x8^1.850 + x9^2.370 + x10^2.320) + -0.290*sin(8.390*x1 + -6.930*x2 + 8.240*x3 + 4.970*x4 + -8.420*x5 + 5.790*x6 + 1.080*x7 + -6.320*x8 + -6.640*x9 + 6.380*x10) * -0.000*cos(-8.460*x1 + 6.480*x2 + -6.400*x3 + 0.210*x4 + -1.720*x5 + -6.250*x6 + -4.630*x7 + 0.820*x8 + 6.800*x9 + 1.920*x10) + 0.330,292,6.2408918483616524
ackley,10,GA-OBN (v2),2,0.0033625129134841154,0.04412503644503318,0.8400802321207558,0.0579871788715757,32.44750690460205,52,-0.210*cos(-9.060*x1 + 5.850*x2 + 3.890*x3 + 1.880*x4 + 3.350*x5 + 1.380*x6 + -2.630*x7 + -2.750*x8 + -6.850*x9 + -1.890*x10) * -0.050*cos(9.760*x1 + -2.120*x2 + 4.360*x3 + 1.140*x4 + -1.940*x5 + 1.060*x6 + 3.320*x7 + 0.450*x8 + -0.770*x9 + 5.790*x10) + 0.020*(x1^1.090 + x2^1.500 + x3^0.460 + x4^2.120 + x5^2.160 + x6^0.900 + x7^1.030 + x8^0.890 + x9^1.340 + x10^1.180) * 1.000*(x1^3.540 + x2^2.910 + x3^2.500 + x4^2.370 + x5^2.030 + x6^2.710 + x7^2.810 + x8^2.370 + x9^2.610 + x10^2.920) + 0.310,297,6.8939202631318635
ackley,10,GA-OBN (v2),3,0.003063471514232664,0.043389862552077094,0.8543025213386801,0.05534863606479083,34.12987971305847,52,-0.090*(x1^5.860 + x2^2.090 + x3^2.060 + x4^5.240 + x5^4.090 + x6^3.810 + x7^6.930 + x8^5.890 + x9^9.350 + x10^7.890) * 0.160*(x1^7.370 + x2^3.080 + x3^3.100 + x4^4.820 + x5^2.280 + x6^9.850 + x7^9.990 + x8^4.440 + x9^9.520 + x10^9.640) + -0.070*(x1^1.570 + x2^1.580 + x3^2.170 + x4^2.960 + x5^1.990 + x6^3.490 + x7^4.260 + x8^2.930 + x9^3.360 + x10^4.120) * -0.420*(x1^5.230 + x2^3.030 + x3^0.850 + x4^1.440 + x5^2.490 + x6^1.090 + x7^1.210 + x8^1.060 + x9^0.400 + x10^1.030) + 0.260,300,7.875345945683851
ackley,10,GA-OBN (v2),4,0.0033820180795121656,0.04451006748597504,0.8391525742339583,0.05815512083653653,29.535712957382202,52,-0.050*(x1^1.830 + x2^8.370 + x3^5.060 + x4^7.920 + x5^9.860 + x6^6.720 + x7^1.110 + x8^6.690 + x9^7.950 + x10^6.450) * 0.140*(x1^2.680 + x2^3.950 + x3^7.230 + x4^6.920 + x5^3.140 + x6^2.990 + x7^0.860 + x8^4.970 + x9^5.830 + x10^9.490) + -0.370*(x1^2.600 + x2^1.950 + x3^2.840 + x4^2.920 + x5^3.610 + x6^2.640 + x7^1.920 + x8^1.930 + x9^1.520 + x10^3.100) * -0.070*(x1^1.570 + x2^5.360 + x3^0.690 + x4^1.800 + x5^1.260 + x6^1.250 + x7^1.820 + x8^1.620 + x9^3.270 + x10^1.860) + 0.310,299,6.88997347525615
ackley,10,MLP-ReLU,0,0.005007020992764066,0.0548372558347838,0.7618680862998818,0.07076030661864084,19.540838956832886,897,,-1,
ackley,10,MLP-ReLU,1,0.005841236976950277,0.06081345429631187,0.7221931080961603,0.07642798556124764,18.87626624107361,897,,-1,
ackley,10,MLP-ReLU,2,0.0057315418960438205,0.05910320527205962,0.7274101622242526,0.07570694747540559,18.974092960357666,897,,-1,
ackley,10,MLP-ReLU,3,0.0038726815306304335,0.0498153176168605,0.8158168169510642,0.062230872809486075,19.466665983200073,897,,-1,
ackley,10,MLP-ReLU,4,0.004023096930365387,0.05204730343888195,0.8086631207631281,0.06342788763915591,19.1897029876709,897,,-1,
ackley,10,MLP-Sin,0,0.005055769216616642,0.055339018774417,0.7595496402913127,0.07110393249755348,17.974310159683228,897,,-1,
ackley,10,MLP-Sin,1,0.005162705276168037,0.05722572216714912,0.7544638041142078,0.07185196779607388,18.02167296409607,897,,-1,
ackley,10,MLP-Sin,2,0.004244417362411015,0.05167899885090169,0.7981372096275192,0.06514919310636944,18.064340114593506,897,,-1,
ackley,10,MLP-Sin,3,0.004651262992489587,0.051914881991668674,0.7787877943542156,0.06820016856643088,18.01957678794861,897,,-1,
ackley,10,MLP-Sin,4,0.006760219449435599,0.06583499004971556,0.678486669647819,0.0822205536921006,18.17963171005249,897,,-1,
ackley,10,ChebyKAN,0,0.004156155197045795,0.048467199987224506,0.8023349228738009,0.06446824952676934,36.585477113723755,580,,-1,
ackley,10,ChebyKAN,1,0.0034366772916897205,0.045049786156764936,0.8365530039873003,0.05862318049790305,34.411256074905396,580,,-1,
ackley,10,ChebyKAN,2,0.002937060231337535,0.04174973736263736,0.860314591340505,0.05419465131668932,39.40473794937134,580,,-1,
ackley,10,ChebyKAN,3,0.0030906565148349553,0.04457447420460909,0.8530096135943911,0.05559367333460666,36.382225036621094,580,,-1,
ackley,10,ChebyKAN,4,0.0038272261983771597,0.04907793303528127,0.8179786543535815,0.061864579513459556,37.85817217826843,580,,-1,
ackley,10,FourierKAN,0,0.06534422793187299,0.2042566753802329,-2.1077453178568795,0.2556251707713327,44.04627203941345,1173,,-1,
ackley,10,FourierKAN,1,0.08222787340104848,0.2217171716147493,-2.9107247364811264,0.286754029441695,44.4998939037323,1173,,-1,
ackley,10,FourierKAN,2,0.07676069120479996,0.22400907651513685,-2.65070774018306,0.2770571984352689,40.56346821784973,1173,,-1,
ackley,10,FourierKAN,3,0.030260543029462187,0.13656071070694517,-0.4391793107367452,0.17395557774748754,40.49962115287781,1173,,-1,
